"Municipality","Year","Air Quality Health Index","Health Risk","OriginalValue"
"Canmore",2020,"1","High Quality",0.00799
"Grande Prairie County No. 1",2020,"1","High Quality",0.23916
"Cold Lake",2020,"1","High Quality",0.26336
"Bonnyville No. 87",2020,"1","High Quality",0.21428
"St. Paul County No. 19",2020,"1","High Quality",0.20338
"Wood Buffalo",2020,"1","High Quality",0.21742
"Bruderheim",2020,"1","High Quality",0.1186
"Improvement District No. 13 Elk Island",2020,"1","High Quality",0.28344
"Leduc County",2020,"1","High Quality",0.13271
"Beaverlodge",2020,"1","High Quality",0.23216
"Lamont County",2020,"1","High Quality",0.12518
"Yellowhead County",2020,"1","High Quality",0.21961
"Lethbridge",2020,"10+","Very Low Quality",0.00012
"Sturgeon County",2020,"10+","Very Low Quality",5e-05
"Wood Buffalo",2020,"10+","Very Low Quality",4e-05
"Red Deer",2020,"2","High Quality",0.5539
"Fort Saskatchewan",2020,"2","High Quality",0.52089
"Edmonton",2020,"2","High Quality",0.48116
"Lethbridge",2020,"2","High Quality",0.70907
"Caroline",2020,"2","High Quality",0.66529
"Airdrie",2020,"2","High Quality",0.65845
"Medicine Hat",2020,"2","High Quality",0.66678
"Calgary",2020,"2","High Quality",0.50213
"Northern Sunrise County",2020,"2","High Quality",0.4781
"Grande Prairie",2020,"2","High Quality",0.52519
"Brazeau County",2020,"2","High Quality",0.53988
"Parkland County",2020,"2","High Quality",0.61507
"Strathcona County",2020,"2","High Quality",0.53759
"Sturgeon County",2020,"2","High Quality",0.54833
"St. Albert",2020,"2","High Quality",0.50659
"Fort Mackay",2020,"2","High Quality",0.54733
"Canmore",2020,"2","High Quality",0.6433
"Grande Prairie County No. 1",2020,"2","High Quality",0.55853
"Cold Lake",2020,"2","High Quality",0.62332
"Bonnyville No. 87",2020,"2","High Quality",0.63933
"St. Paul County No. 19",2020,"2","High Quality",0.63762
"Wood Buffalo",2020,"2","High Quality",0.65155
"Bruderheim",2020,"2","High Quality",0.52372
"Improvement District No. 13 Elk Island",2020,"2","High Quality",0.56479
"Leduc County",2020,"2","High Quality",0.63554
"Beaverlodge",2020,"2","High Quality",0.61078
"Lamont County",2020,"2","High Quality",0.6239
"Yellowhead County",2020,"2","High Quality",0.57191
"Red Deer",2020,"3","High Quality",0.30033
"Fort Saskatchewan",2020,"3","High Quality",0.23981
"Edmonton",2020,"3","High Quality",0.33736
"Lethbridge",2020,"3","High Quality",0.2354
"Caroline",2020,"3","High Quality",0.13012
"Airdrie",2020,"3","High Quality",0.22441
"Medicine Hat",2020,"3","High Quality",0.27261
"Calgary",2020,"3","High Quality",0.32594
"Northern Sunrise County",2020,"3","High Quality",0.04287
"Grande Prairie",2020,"3","High Quality",0.23965
"Brazeau County",2020,"3","High Quality",0.31556
"Parkland County",2020,"3","High Quality",0.14112
"Strathcona County",2020,"3","High Quality",0.31294
"Sturgeon County",2020,"3","High Quality",0.18593
"St. Albert",2020,"3","High Quality",0.26991
"Fort Mackay",2020,"3","High Quality",0.12927
"Canmore",2020,"3","High Quality",0.31633
"Grande Prairie County No. 1",2020,"3","High Quality",0.17221
"Cold Lake",2020,"3","High Quality",0.11063
"Bonnyville No. 87",2020,"3","High Quality",0.14161
"St. Paul County No. 19",2020,"3","High Quality",0.15274
"Wood Buffalo",2020,"3","High Quality",0.12732
"Bruderheim",2020,"3","High Quality",0.30477
"Improvement District No. 13 Elk Island",2020,"3","High Quality",0.1434
"Leduc County",2020,"3","High Quality",0.22345
"Beaverlodge",2020,"3","High Quality",0.14987
"Lamont County",2020,"3","High Quality",0.23252
"Yellowhead County",2020,"3","High Quality",0.19525
"Red Deer",2020,"4","Moderate Quality",0.02252
"Fort Saskatchewan",2020,"4","Moderate Quality",0.04763
"Edmonton",2020,"4","Moderate Quality",0.07025
"Lethbridge",2020,"4","Moderate Quality",0.01466
"Caroline",2020,"4","Moderate Quality",0.00576
"Airdrie",2020,"4","Moderate Quality",0.01675
"Medicine Hat",2020,"4","Moderate Quality",0.01374
"Calgary",2020,"4","Moderate Quality",0.06243
"Northern Sunrise County",2020,"4","Moderate Quality",0.00221
"Grande Prairie",2020,"4","Moderate Quality",0.0505
"Brazeau County",2020,"4","Moderate Quality",0.03172
"Parkland County",2020,"4","Moderate Quality",0.00299
"Strathcona County",2020,"4","Moderate Quality",0.02483
"Sturgeon County",2020,"4","Moderate Quality",0.03136
"St. Albert",2020,"4","Moderate Quality",0.07385
"Fort Mackay",2020,"4","Moderate Quality",0.00791
"Canmore",2020,"4","Moderate Quality",0.03239
"Grande Prairie County No. 1",2020,"4","Moderate Quality",0.02593
"Cold Lake",2020,"4","Moderate Quality",0.00246
"Bonnyville No. 87",2020,"4","Moderate Quality",0.00479
"St. Paul County No. 19",2020,"4","Moderate Quality",0.00626
"Wood Buffalo",2020,"4","Moderate Quality",0.00289
"Bruderheim",2020,"4","Moderate Quality",0.04593
"Improvement District No. 13 Elk Island",2020,"4","Moderate Quality",0.0079
"Leduc County",2020,"4","Moderate Quality",0.00761
"Beaverlodge",2020,"4","Moderate Quality",0.00612
"Lamont County",2020,"4","Moderate Quality",0.01742
"Yellowhead County",2020,"4","Moderate Quality",0.00963
"Red Deer",2020,"5","Moderate Quality",0.0024
"Fort Saskatchewan",2020,"5","Moderate Quality",0.00753
"Edmonton",2020,"5","Moderate Quality",0.0107
"Lethbridge",2020,"5","Moderate Quality",0.00162
"Caroline",2020,"5","Moderate Quality",0.00035
"Airdrie",2020,"5","Moderate Quality",0.00151
"Medicine Hat",2020,"5","Moderate Quality",0.00047
"Calgary",2020,"5","Moderate Quality",0.01047
"Northern Sunrise County",2020,"5","Moderate Quality",0.00035
"Grande Prairie",2020,"5","Moderate Quality",0.00732
"Brazeau County",2020,"5","Moderate Quality",0.00264
"Strathcona County",2020,"5","Moderate Quality",0.00478
"Sturgeon County",2020,"5","Moderate Quality",0.00627
"St. Albert",2020,"5","Moderate Quality",0.01305
"Fort Mackay",2020,"5","Moderate Quality",0.00173
"Grande Prairie County No. 1",2020,"5","Moderate Quality",0.00364
"Cold Lake",2020,"5","Moderate Quality",0.00012
"Wood Buffalo",2020,"5","Moderate Quality",0.00041
"Bruderheim",2020,"5","Moderate Quality",0.00558
"Improvement District No. 13 Elk Island",2020,"5","Moderate Quality",0.00046
"Leduc County",2020,"5","Moderate Quality",0.00058
"Beaverlodge",2020,"5","Moderate Quality",0.00106
"Lamont County",2020,"5","Moderate Quality",0.00099
"Yellowhead County",2020,"5","Moderate Quality",0.00106
"Fort Saskatchewan",2020,"6","Moderate Quality",0.00221
"Edmonton",2020,"6","Moderate Quality",0.00319
"Caroline",2020,"6","Moderate Quality",0.00024
"Calgary",2020,"6","Moderate Quality",0.00101
"Grande Prairie",2020,"6","Moderate Quality",0.00071
"Strathcona County",2020,"6","Moderate Quality",0.00103
"Sturgeon County",2020,"6","Moderate Quality",8e-04
"St. Albert",2020,"6","Moderate Quality",0.00205
"Fort Mackay",2020,"6","Moderate Quality",0.00058
"Grande Prairie County No. 1",2020,"6","Moderate Quality",0.00035
"Wood Buffalo",2020,"6","Moderate Quality",4e-05
"Bruderheim",2020,"6","Moderate Quality",0.00116
"Red Deer",2020,"7","Low Quality",0.00011
"Fort Saskatchewan",2020,"7","Low Quality",0.00091
"Edmonton",2020,"7","Low Quality",0.00057
"Lethbridge",2020,"7","Low Quality",0.00012
"Caroline",2020,"7","Low Quality",0.00094
"Northern Sunrise County",2020,"7","Low Quality",0.00035
"Grande Prairie",2020,"7","Low Quality",0.00012
"Brazeau County",2020,"7","Low Quality",0.00011
"Strathcona County",2020,"7","Low Quality",0.00034
"Sturgeon County",2020,"7","Low Quality",0.00023
"St. Albert",2020,"7","Low Quality",0.00024
"Fort Mackay",2020,"7","Low Quality",0.00012
"Grande Prairie County No. 1",2020,"7","Low Quality",6e-05
"Cold Lake",2020,"7","Low Quality",0.00012
"Wood Buffalo",2020,"7","Low Quality",0.00024
"Bruderheim",2020,"7","Low Quality",0.00023
"Leduc County",2020,"7","Low Quality",0.00012
"Yellowhead County",2020,"7","Low Quality",0.00255
"Caroline",2020,"8","Low Quality",0.00012
"Northern Sunrise County",2020,"8","Low Quality",0.00012
"Grande Prairie",2020,"8","Low Quality",0.00024
"Grande Prairie County No. 1",2020,"8","Low Quality",0.00012
"Wood Buffalo",2020,"8","Low Quality",8e-05
"Caroline",2020,"9","Low Quality",0.00035
"Red Deer",2021,"1","High Quality",0.05232
"Fort Saskatchewan",2021,"1","High Quality",0.0501
"Edmonton",2021,"1","High Quality",0.02774
"Lethbridge",2021,"1","High Quality",0.02343
"Newell County",2021,"1","High Quality",0.22366
"Caroline",2021,"1","High Quality",0.09719
"Airdrie",2021,"1","High Quality",0.05337
"Medicine Hat",2021,"1","High Quality",0.03055
"Taber, M.D.",2021,"1","High Quality",0.08679
"Foothills No. 31",2021,"1","High Quality",0.04552
"Calgary",2021,"1","High Quality",0.01416
"Northern Sunrise County",2021,"1","High Quality",0.36222
"Grande Prairie",2021,"1","High Quality",0.09614
"Brazeau County",2021,"1","High Quality",0.042
"Parkland County",2021,"1","High Quality",0.11656
"Strathcona County",2021,"1","High Quality",0.06417
"Sturgeon County",2021,"1","High Quality",0.08829
"St. Albert",2021,"1","High Quality",0.04613
"Fort Mackay",2021,"1","High Quality",0.22659
"Canmore",2021,"1","High Quality",0.05269
"Grande Prairie County No. 1",2021,"1","High Quality",0.14788
"Cold Lake",2021,"1","High Quality",0.17305
"Bonnyville No. 87",2021,"1","High Quality",0.17489
"St. Paul County No. 19",2021,"1","High Quality",0.11728
"Wood Buffalo",2021,"1","High Quality",0.20784
"Bruderheim",2021,"1","High Quality",0.06683
"Improvement District No. 13 Elk Island",2021,"1","High Quality",0.20091
"Leduc County",2021,"1","High Quality",0.07641
"Beaverlodge",2021,"1","High Quality",0.11682
"Lamont County",2021,"1","High Quality",0.10183
"Yellowhead County",2021,"1","High Quality",0.1471
"Red Deer",2021,"10+","Very Low Quality",0.00011
"Fort Saskatchewan",2021,"10+","Very Low Quality",0.00242
"Edmonton",2021,"10+","Very Low Quality",0.00171
"Lethbridge",2021,"10+","Very Low Quality",0.00072
"Newell County",2021,"10+","Very Low Quality",0.00121
"Caroline",2021,"10+","Very Low Quality",0.00012
"Airdrie",2021,"10+","Very Low Quality",0.00012
"Taber, M.D.",2021,"10+","Very Low Quality",0.00121
"Calgary",2021,"10+","Very Low Quality",0.00126
"Brazeau County",2021,"10+","Very Low Quality",0.00012
"Parkland County",2021,"10+","Very Low Quality",0.00196
"Strathcona County",2021,"10+","Very Low Quality",0.0016
"Sturgeon County",2021,"10+","Very Low Quality",0.00133
"Fort Mackay",2021,"10+","Very Low Quality",0.00041
"Canmore",2021,"10+","Very Low Quality",0.00943
"Cold Lake",2021,"10+","Very Low Quality",0.00201
"Bonnyville No. 87",2021,"10+","Very Low Quality",0.0033
"St. Paul County No. 19",2021,"10+","Very Low Quality",0.00096
"Wood Buffalo",2021,"10+","Very Low Quality",4e-05
"Bruderheim",2021,"10+","Very Low Quality",0.002
"Improvement District No. 13 Elk Island",2021,"10+","Very Low Quality",0.00222
"Lamont County",2021,"10+","Very Low Quality",0.00124
"Yellowhead County",2021,"10+","Very Low Quality",4e-05
"Red Deer",2021,"2","High Quality",0.59904
"Fort Saskatchewan",2021,"2","High Quality",0.54617
"Edmonton",2021,"2","High Quality",0.43384
"Lethbridge",2021,"2","High Quality",0.64491
"Newell County",2021,"2","High Quality",0.55672
"Caroline",2021,"2","High Quality",0.70737
"Airdrie",2021,"2","High Quality",0.64411
"Medicine Hat",2021,"2","High Quality",0.62208
"Taber, M.D.",2021,"2","High Quality",0.57516
"Foothills No. 31",2021,"2","High Quality",0.76238
"Calgary",2021,"2","High Quality",0.41295
"Northern Sunrise County",2021,"2","High Quality",0.54538
"Grande Prairie",2021,"2","High Quality",0.55486
"Brazeau County",2021,"2","High Quality",0.54627
"Parkland County",2021,"2","High Quality",0.67334
"Strathcona County",2021,"2","High Quality",0.57593
"Sturgeon County",2021,"2","High Quality",0.62895
"St. Albert",2021,"2","High Quality",0.46703
"Fort Mackay",2021,"2","High Quality",0.54828
"Canmore",2021,"2","High Quality",0.52052
"Grande Prairie County No. 1",2021,"2","High Quality",0.60874
"Cold Lake",2021,"2","High Quality",0.62966
"Bonnyville No. 87",2021,"2","High Quality",0.65964
"St. Paul County No. 19",2021,"2","High Quality",0.663
"Peace No. 135",2021,"2","High Quality",0.82868
"Wood Buffalo",2021,"2","High Quality",0.64488
"Bruderheim",2021,"2","High Quality",0.52326
"Improvement District No. 13 Elk Island",2021,"2","High Quality",0.66165
"Leduc County",2021,"2","High Quality",0.69923
"Beaverlodge",2021,"2","High Quality",0.71545
"Lamont County",2021,"2","High Quality",0.66652
"Yellowhead County",2021,"2","High Quality",0.62131
"Red Deer",2021,"3","High Quality",0.30695
"Fort Saskatchewan",2021,"3","High Quality",0.33184
"Edmonton",2021,"3","High Quality",0.42608
"Lethbridge",2021,"3","High Quality",0.25347
"Newell County",2021,"3","High Quality",0.15119
"Caroline",2021,"3","High Quality",0.1481
"Airdrie",2021,"3","High Quality",0.23828
"Medicine Hat",2021,"3","High Quality",0.26458
"Taber, M.D.",2021,"3","High Quality",0.23063
"Foothills No. 31",2021,"3","High Quality",0.1916
"Calgary",2021,"3","High Quality",0.44297
"Northern Sunrise County",2021,"3","High Quality",0.07586
"Grande Prairie",2021,"3","High Quality",0.28109
"Brazeau County",2021,"3","High Quality",0.34549
"Parkland County",2021,"3","High Quality",0.16764
"Strathcona County",2021,"3","High Quality",0.32656
"Sturgeon County",2021,"3","High Quality",0.23339
"St. Albert",2021,"3","High Quality",0.37963
"Fort Mackay",2021,"3","High Quality",0.19632
"Canmore",2021,"3","High Quality",0.2457
"Grande Prairie County No. 1",2021,"3","High Quality",0.20366
"Cold Lake",2021,"3","High Quality",0.16903
"Bonnyville No. 87",2021,"3","High Quality",0.13746
"St. Paul County No. 19",2021,"3","High Quality",0.20333
"Peace No. 135",2021,"3","High Quality",0.15642
"Wood Buffalo",2021,"3","High Quality",0.13103
"Bruderheim",2021,"3","High Quality",0.34625
"Improvement District No. 13 Elk Island",2021,"3","High Quality",0.10606
"Leduc County",2021,"3","High Quality",0.19086
"Beaverlodge",2021,"3","High Quality",0.15367
"Lamont County",2021,"3","High Quality",0.20295
"Yellowhead County",2021,"3","High Quality",0.20648
"Red Deer",2021,"4","Moderate Quality",0.0289
"Fort Saskatchewan",2021,"4","Moderate Quality",0.05458
"Edmonton",2021,"4","Moderate Quality",0.09179
"Lethbridge",2021,"4","Moderate Quality",0.04818
"Newell County",2021,"4","Moderate Quality",0.04098
"Caroline",2021,"4","Moderate Quality",0.02907
"Airdrie",2021,"4","Moderate Quality",0.04015
"Medicine Hat",2021,"4","Moderate Quality",0.05492
"Taber, M.D.",2021,"4","Moderate Quality",0.06211
"Foothills No. 31",2021,"4","Moderate Quality",5e-04
"Calgary",2021,"4","Moderate Quality",0.09533
"Northern Sunrise County",2021,"4","Moderate Quality",0.0123
"Grande Prairie",2021,"4","Moderate Quality",0.05197
"Brazeau County",2021,"4","Moderate Quality",0.05135
"Parkland County",2021,"4","Moderate Quality",0.02382
"Strathcona County",2021,"4","Moderate Quality",0.02352
"Sturgeon County",2021,"4","Moderate Quality",0.03854
"St. Albert",2021,"4","Moderate Quality",0.08788
"Fort Mackay",2021,"4","Moderate Quality",0.01956
"Canmore",2021,"4","Moderate Quality",0.07072
"Grande Prairie County No. 1",2021,"4","Moderate Quality",0.02978
"Cold Lake",2021,"4","Moderate Quality",0.01683
"Bonnyville No. 87",2021,"4","Moderate Quality",0.01754
"St. Paul County No. 19",2021,"4","Moderate Quality",0.01101
"Peace No. 135",2021,"4","Moderate Quality",0.0149
"Wood Buffalo",2021,"4","Moderate Quality",0.01068
"Bruderheim",2021,"4","Moderate Quality",0.04639
"Improvement District No. 13 Elk Island",2021,"4","Moderate Quality",0.01878
"Leduc County",2021,"4","Moderate Quality",0.02373
"Beaverlodge",2021,"4","Moderate Quality",0.01134
"Lamont County",2021,"4","Moderate Quality",0.01925
"Yellowhead County",2021,"4","Moderate Quality",0.01893
"Red Deer",2021,"5","Moderate Quality",0.00514
"Fort Saskatchewan",2021,"5","Moderate Quality",0.00617
"Edmonton",2021,"5","Moderate Quality",0.00776
"Lethbridge",2021,"5","Moderate Quality",0.0208
"Newell County",2021,"5","Moderate Quality",0.01736
"Caroline",2021,"5","Moderate Quality",0.00641
"Airdrie",2021,"5","Moderate Quality",0.01145
"Medicine Hat",2021,"5","Moderate Quality",0.01691
"Taber, M.D.",2021,"5","Moderate Quality",0.02529
"Calgary",2021,"5","Moderate Quality",0.02009
"Northern Sunrise County",2021,"5","Moderate Quality",0.00164
"Grande Prairie",2021,"5","Moderate Quality",0.01028
"Brazeau County",2021,"5","Moderate Quality",0.00923
"Parkland County",2021,"5","Moderate Quality",0.0084
"Strathcona County",2021,"5","Moderate Quality",0.00377
"Sturgeon County",2021,"5","Moderate Quality",0.00393
"St. Albert",2021,"5","Moderate Quality",0.01601
"Fort Mackay",2021,"5","Moderate Quality",0.00545
"Canmore",2021,"5","Moderate Quality",0.05297
"Grande Prairie County No. 1",2021,"5","Moderate Quality",0.00571
"Cold Lake",2021,"5","Moderate Quality",0.00239
"Bonnyville No. 87",2021,"5","Moderate Quality",0.002
"St. Paul County No. 19",2021,"5","Moderate Quality",0.00215
"Wood Buffalo",2021,"5","Moderate Quality",0.00203
"Bruderheim",2021,"5","Moderate Quality",0.00904
"Improvement District No. 13 Elk Island",2021,"5","Moderate Quality",0.00303
"Leduc County",2021,"5","Moderate Quality",0.005
"Beaverlodge",2021,"5","Moderate Quality",0.00201
"Lamont County",2021,"5","Moderate Quality",0.00389
"Yellowhead County",2021,"5","Moderate Quality",0.00417
"Red Deer",2021,"6","Moderate Quality",0.00091
"Fort Saskatchewan",2021,"6","Moderate Quality",0.00194
"Edmonton",2021,"6","Moderate Quality",0.00148
"Lethbridge",2021,"6","Moderate Quality",0.00359
"Newell County",2021,"6","Moderate Quality",0.00565
"Caroline",2021,"6","Moderate Quality",0.00214
"Airdrie",2021,"6","Moderate Quality",0.00472
"Medicine Hat",2021,"6","Moderate Quality",0.00618
"Taber, M.D.",2021,"6","Moderate Quality",0.00688
"Calgary",2021,"6","Moderate Quality",0.00502
"Northern Sunrise County",2021,"6","Moderate Quality",0.00027
"Grande Prairie",2021,"6","Moderate Quality",0.0026
"Brazeau County",2021,"6","Moderate Quality",0.00046
"Parkland County",2021,"6","Moderate Quality",0.00069
"Strathcona County",2021,"6","Moderate Quality",0.00091
"Sturgeon County",2021,"6","Moderate Quality",0.00058
"St. Albert",2021,"6","Moderate Quality",0.00036
"Fort Mackay",2021,"6","Moderate Quality",7e-04
"Canmore",2021,"6","Moderate Quality",0.01969
"Grande Prairie County No. 1",2021,"6","Moderate Quality",0.00165
"Cold Lake",2021,"6","Moderate Quality",0.00025
"Bonnyville No. 87",2021,"6","Moderate Quality",0.00071
"Wood Buffalo",2021,"6","Moderate Quality",0.00035
"Bruderheim",2021,"6","Moderate Quality",0.00176
"Improvement District No. 13 Elk Island",2021,"6","Moderate Quality",0.00128
"Leduc County",2021,"6","Moderate Quality",0.00105
"Beaverlodge",2021,"6","Moderate Quality",0.00012
"Lamont County",2021,"6","Moderate Quality",0.00097
"Yellowhead County",2021,"6","Moderate Quality",0.00106
"Red Deer",2021,"7","Low Quality",0.00377
"Fort Saskatchewan",2021,"7","Low Quality",0.0052
"Edmonton",2021,"7","Low Quality",0.00765
"Lethbridge",2021,"7","Low Quality",0.00335
"Newell County",2021,"7","Low Quality",0.00222
"Caroline",2021,"7","Low Quality",0.0057
"Airdrie",2021,"7","Low Quality",0.00531
"Medicine Hat",2021,"7","Low Quality",0.00396
"Taber, M.D.",2021,"7","Low Quality",0.01052
"Calgary",2021,"7","Low Quality",0.00559
"Northern Sunrise County",2021,"7","Low Quality",0.00164
"Grande Prairie",2021,"7","Low Quality",0.00236
"Brazeau County",2021,"7","Low Quality",0.00358
"Parkland County",2021,"7","Low Quality",0.00414
"Strathcona County",2021,"7","Low Quality",0.0032
"Sturgeon County",2021,"7","Low Quality",0.00383
"St. Albert",2021,"7","Low Quality",0.00142
"Fort Mackay",2021,"7","Low Quality",0.00141
"Canmore",2021,"7","Low Quality",0.01803
"Grande Prairie County No. 1",2021,"7","Low Quality",0.00206
"Cold Lake",2021,"7","Low Quality",0.0049
"Bonnyville No. 87",2021,"7","Low Quality",0.00318
"St. Paul County No. 19",2021,"7","Low Quality",0.00203
"Wood Buffalo",2021,"7","Low Quality",0.00193
"Bruderheim",2021,"7","Low Quality",0.00399
"Improvement District No. 13 Elk Island",2021,"7","Low Quality",0.00525
"Leduc County",2021,"7","Low Quality",0.00279
"Beaverlodge",2021,"7","Low Quality",0.00035
"Lamont County",2021,"7","Low Quality",0.00247
"Yellowhead County",2021,"7","Low Quality",0.00061
"Red Deer",2021,"8","Low Quality",0.0016
"Fort Saskatchewan",2021,"8","Low Quality",0.00109
"Edmonton",2021,"8","Low Quality",0.0016
"Lethbridge",2021,"8","Low Quality",0.00132
"Newell County",2021,"8","Low Quality",0.00081
"Caroline",2021,"8","Low Quality",0.00285
"Airdrie",2021,"8","Low Quality",0.00213
"Medicine Hat",2021,"8","Low Quality",7e-04
"Taber, M.D.",2021,"8","Low Quality",0.00142
"Calgary",2021,"8","Low Quality",0.00137
"Northern Sunrise County",2021,"8","Low Quality",0.00041
"Grande Prairie",2021,"8","Low Quality",0.00071
"Brazeau County",2021,"8","Low Quality",0.00115
"Parkland County",2021,"8","Low Quality",0.00242
"Strathcona County",2021,"8","Low Quality",0.00011
"Sturgeon County",2021,"8","Low Quality",0.00085
"St. Albert",2021,"8","Low Quality",0.00119
"Fort Mackay",2021,"8","Low Quality",7e-04
"Canmore",2021,"8","Low Quality",0.00527
"Grande Prairie County No. 1",2021,"8","Low Quality",0.00047
"Cold Lake",2021,"8","Low Quality",0.00151
"Bonnyville No. 87",2021,"8","Low Quality",0.00082
"St. Paul County No. 19",2021,"8","Low Quality",0.00024
"Wood Buffalo",2021,"8","Low Quality",0.00091
"Bruderheim",2021,"8","Low Quality",0.00023
"Improvement District No. 13 Elk Island",2021,"8","Low Quality",0.00047
"Leduc County",2021,"8","Low Quality",0.00058
"Beaverlodge",2021,"8","Low Quality",0.00024
"Lamont County",2021,"8","Low Quality",0.00035
"Yellowhead County",2021,"8","Low Quality",0.00016
"Red Deer",2021,"9","Low Quality",0.00126
"Fort Saskatchewan",2021,"9","Low Quality",0.00048
"Edmonton",2021,"9","Low Quality",0.00034
"Lethbridge",2021,"9","Low Quality",0.00024
"Newell County",2021,"9","Low Quality",2e-04
"Caroline",2021,"9","Low Quality",0.00107
"Airdrie",2021,"9","Low Quality",0.00035
"Medicine Hat",2021,"9","Low Quality",0.00012
"Calgary",2021,"9","Low Quality",0.00126
"Northern Sunrise County",2021,"9","Low Quality",0.00027
"Brazeau County",2021,"9","Low Quality",0.00035
"Parkland County",2021,"9","Low Quality",0.00104
"Strathcona County",2021,"9","Low Quality",0.00023
"Sturgeon County",2021,"9","Low Quality",0.00032
"St. Albert",2021,"9","Low Quality",0.00036
"Fort Mackay",2021,"9","Low Quality",0.00059
"Canmore",2021,"9","Low Quality",0.00499
"Grande Prairie County No. 1",2021,"9","Low Quality",6e-05
"Cold Lake",2021,"9","Low Quality",0.00038
"Bonnyville No. 87",2021,"9","Low Quality",0.00047
"Wood Buffalo",2021,"9","Low Quality",0.00032
"Bruderheim",2021,"9","Low Quality",0.00023
"Improvement District No. 13 Elk Island",2021,"9","Low Quality",0.00035
"Leduc County",2021,"9","Low Quality",0.00035
"Lamont County",2021,"9","Low Quality",0.00053
"Yellowhead County",2021,"9","Low Quality",0.00012
"Red Deer",2022,"1","High Quality",0.0555
"Fort Saskatchewan",2022,"1","High Quality",0.01868
"Edmonton",2022,"1","High Quality",0.02021
"Lethbridge",2022,"1","High Quality",0.02992
"Newell County",2022,"1","High Quality",0.15492
"Caroline",2022,"1","High Quality",0.12416
"Airdrie",2022,"1","High Quality",0.05552
"Medicine Hat",2022,"1","High Quality",0.04458
"Taber, M.D.",2022,"1","High Quality",0.07414
"Calgary",2022,"1","High Quality",0.00731
"Grande Prairie",2022,"1","High Quality",0.07411
"Brazeau County",2022,"1","High Quality",0.03031
"Parkland County",2022,"1","High Quality",0.14722
"Strathcona County",2022,"1","High Quality",0.06435
"Sturgeon County",2022,"1","High Quality",0.09954
"St. Albert",2022,"1","High Quality",0.06604
"Fort Mackay",2022,"1","High Quality",0.21529
"Grande Prairie County No. 1",2022,"1","High Quality",0.12112
"Cold Lake",2022,"1","High Quality",0.17746
"Bonnyville No. 87",2022,"1","High Quality",0.18974
"St. Paul County No. 19",2022,"1","High Quality",0.12373
"Peace No. 135",2022,"1","High Quality",0.10904
"Wood Buffalo",2022,"1","High Quality",0.20276
"Bruderheim",2022,"1","High Quality",0.04948
"Improvement District No. 13 Elk Island",2022,"1","High Quality",0.16696
"Beaverlodge",2022,"1","High Quality",0.09544
"Lamont County",2022,"1","High Quality",0.09928
"Yellowhead County",2022,"1","High Quality",0.14085
"Caroline",2022,"10+","Very Low Quality",0.00012
"Strathcona County",2022,"10+","Very Low Quality",0.00011
"Sturgeon County",2022,"10+","Very Low Quality",0.00107
"Peace No. 135",2022,"10+","Very Low Quality",0.00047
"Wood Buffalo",2022,"10+","Very Low Quality",2e-04
"Improvement District No. 13 Elk Island",2022,"10+","Very Low Quality",0.00139
"Yellowhead County",2022,"10+","Very Low Quality",0.00031
"Red Deer",2022,"2","High Quality",0.57089
"Fort Saskatchewan",2022,"2","High Quality",0.51565
"Edmonton",2022,"2","High Quality",0.42368
"Lethbridge",2022,"2","High Quality",0.68093
"Newell County",2022,"2","High Quality",0.65971
"Caroline",2022,"2","High Quality",0.70911
"Airdrie",2022,"2","High Quality",0.65345
"Medicine Hat",2022,"2","High Quality",0.64684
"Taber, M.D.",2022,"2","High Quality",0.6753
"Foothills No. 31",2022,"2","High Quality",0.40019
"Calgary",2022,"2","High Quality",0.3773
"Grande Prairie",2022,"2","High Quality",0.53264
"Brazeau County",2022,"2","High Quality",0.54483
"Parkland County",2022,"2","High Quality",0.64097
"Strathcona County",2022,"2","High Quality",0.58021
"Sturgeon County",2022,"2","High Quality",0.58633
"St. Albert",2022,"2","High Quality",0.50124
"Fort Mackay",2022,"2","High Quality",0.57611
"Grande Prairie County No. 1",2022,"2","High Quality",0.60089
"Cold Lake",2022,"2","High Quality",0.61771
"Bonnyville No. 87",2022,"2","High Quality",0.66269
"St. Paul County No. 19",2022,"2","High Quality",0.67662
"Peace No. 135",2022,"2","High Quality",0.70528
"Wood Buffalo",2022,"2","High Quality",0.68732
"Bruderheim",2022,"2","High Quality",0.55313
"Improvement District No. 13 Elk Island",2022,"2","High Quality",0.68594
"Beaverlodge",2022,"2","High Quality",0.68981
"Lamont County",2022,"2","High Quality",0.61739
"Yellowhead County",2022,"2","High Quality",0.63642
"Red Deer",2022,"3","High Quality",0.3402
"Fort Saskatchewan",2022,"3","High Quality",0.36099
"Edmonton",2022,"3","High Quality",0.43841
"Lethbridge",2022,"3","High Quality",0.26076
"Newell County",2022,"3","High Quality",0.17315
"Caroline",2022,"3","High Quality",0.15552
"Airdrie",2022,"3","High Quality",0.25012
"Medicine Hat",2022,"3","High Quality",0.2923
"Taber, M.D.",2022,"3","High Quality",0.22241
"Foothills No. 31",2022,"3","High Quality",0.57357
"Calgary",2022,"3","High Quality",0.52084
"Grande Prairie",2022,"3","High Quality",0.29313
"Brazeau County",2022,"3","High Quality",0.37712
"Parkland County",2022,"3","High Quality",0.20256
"Strathcona County",2022,"3","High Quality",0.32188
