CSDUID,CSD,Period,IndicatorSummaryDescription,Air Quality Health Index,Health Risk,UnitOfMeasure,OriginalValue
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00188
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00128
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00244
4811012,Leduc County,2011,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00012
4811012,Leduc County,2012,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00035
4811012,Leduc County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00046
4811012,Leduc County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00058
4811012,Leduc County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00284
4811012,Leduc County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00116
4811012,Leduc County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00105
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00058
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00046
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00024
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00133
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00012
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00047
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00119
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00070
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00012
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00095
4810058,Lamont County,2011,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00061
4810058,Lamont County,2013,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00193
4810058,Lamont County,2014,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00060
4810058,Lamont County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00226
4810058,Lamont County,2016,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00071
4810058,Lamont County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00012
4810058,Lamont County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00257
4810058,Lamont County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00322
4810058,Lamont County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00097
4810058,Lamont County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00244
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00035
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00018
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00031
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00089
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00030
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00186
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00121
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00062
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00106
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,,0.00058
4808011,Red Deer,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00298
4808011,Red Deer,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00098
4808011,Red Deer,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4808011,Red Deer,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00274
4808011,Red Deer,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4808011,Red Deer,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00091
4808011,Red Deer,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00308
4808011,Red Deer,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00080
4808011,Red Deer,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00011
4808011,Red Deer,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00377
4808011,Red Deer,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00011
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00160
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00394
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00072
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00154
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00038
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00025
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00861
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00259
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00091
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00520
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00303
4811061,Edmonton,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00228
4811061,Edmonton,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00137
4811061,Edmonton,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00502
4811061,Edmonton,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00011
4811061,Edmonton,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00194
4811061,Edmonton,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00102
4811061,Edmonton,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00091
4811061,Edmonton,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.01050
4811061,Edmonton,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00331
4811061,Edmonton,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00057
4811061,Edmonton,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00765
4811061,Edmonton,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00194
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00016
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00037
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00394
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00410
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00639
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00048
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00335
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00025
4802031,Newell County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00222
4802031,Newell County,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4809010,Caroline,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00035
4809010,Caroline,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4809010,Caroline,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4809010,Caroline,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00164
4809010,Caroline,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00247
4809010,Caroline,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4809010,Caroline,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00094
4809010,Caroline,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00570
4809010,Caroline,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00083
4806021,Airdrie,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00290
4806021,Airdrie,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00315
4806021,Airdrie,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00071
4806021,Airdrie,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00531
4806021,Airdrie,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00013
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00058
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00541
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00177
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00302
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00153
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00396
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),7,Low Quality,,0.01052
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00085
4806001,Foothills No. 31,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00047
4806016,Calgary,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00160
4806016,Calgary,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00068
4806016,Calgary,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00034
4806016,Calgary,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00057
4806016,Calgary,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00228
4806016,Calgary,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00080
4806016,Calgary,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00228
4806016,Calgary,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00582
4806016,Calgary,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4806016,Calgary,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00559
4806016,Calgary,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00114
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00035
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00164
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00056
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00070
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00441
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00063
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00132
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00211
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00081
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00139
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00479
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00058
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00236
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00172
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00098
4811032,Brazeau County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00011
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00358
4811034,Parkland County,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00051
4811034,Parkland County,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00127
4811034,Parkland County,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00069
4811034,Parkland County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00035
4811034,Parkland County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00689
4811034,Parkland County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00104
4811034,Parkland County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00414
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00358
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00046
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00069
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00517
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00251
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00034
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00320
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00046
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00013
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00107
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.01158
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00223
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00383
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00189
4811062,St. Albert,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00058
4811062,St. Albert,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00822
4811062,St. Albert,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00407
4811062,St. Albert,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00024
4811062,St. Albert,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00142
4811062,St. Albert,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4816859,Fort Mackay,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00551
4816859,Fort Mackay,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00221
4816859,Fort Mackay,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00071
4816859,Fort Mackay,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00106
4816859,Fort Mackay,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00202
4816859,Fort Mackay,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00177
4816859,Fort Mackay,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00148
4816859,Fort Mackay,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00702
4816859,Fort Mackay,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00233
4816859,Fort Mackay,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4816859,Fort Mackay,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00141
4816859,Fort Mackay,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00030
4815023,Canmore,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.01803
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00063
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00132
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00242
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00066
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00139
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00415
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00053
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00006
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00206
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00102
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00107
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00149
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00134
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00156
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00684
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00490
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00084
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00021
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00318
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00035
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00024
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00051
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00028
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00110
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00203
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00066
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00466
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00013
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00203
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00199
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00342
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00086
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00106
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00248
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00350
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00325
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00043
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00373
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00168
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00024
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00193
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00146
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00117
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00181
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00187
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00047
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00152
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00051
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00071
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00830
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00294
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00399
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00118
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00062
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00077
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00047
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00605
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00129
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00525
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00186
4811012,Leduc County,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00047
4811012,Leduc County,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00081
4811012,Leduc County,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00116
4811012,Leduc County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00174
4811012,Leduc County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00828
4811012,Leduc County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00185
4811012,Leduc County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4811012,Leduc County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00279
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00117
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00047
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00280
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00036
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00163
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00629
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00023
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00035
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00083
4810058,Lamont County,2011,Air Quality (percent high-quality hours),7,Low Quality,,0.00076
4810058,Lamont County,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00026
4810058,Lamont County,2013,Air Quality (percent high-quality hours),7,Low Quality,,0.00012
4810058,Lamont County,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00083
4810058,Lamont County,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00155
4810058,Lamont County,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00189
4810058,Lamont County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00070
4810058,Lamont County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00830
4810058,Lamont County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00044
4810058,Lamont County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00247
4810058,Lamont County,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00072
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),7,Low Quality,,0.00040
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),7,Low Quality,,0.00089
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),7,Low Quality,,0.00120
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),7,Low Quality,,0.00048
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),7,Low Quality,,0.00427
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),7,Low Quality,,0.00569
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),7,Low Quality,,0.00101
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),7,Low Quality,,0.00255
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),7,Low Quality,,0.00061
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),7,Low Quality,,0.00108
4808011,Red Deer,2011,Air Quality (percent high-quality hours),8,Low Quality,,0.00024
4808011,Red Deer,2013,Air Quality (percent high-quality hours),8,Low Quality,,0.00037
4808011,Red Deer,2015,Air Quality (percent high-quality hours),8,Low Quality,,0.00046
4808011,Red Deer,2017,Air Quality (percent high-quality hours),8,Low Quality,,0.00011
4808011,Red Deer,2018,Air Quality (percent high-quality hours),8,Low Quality,,0.00194
4808011,Red Deer,2019,Air Quality (percent high-quality hours),8,Low Quality,,0.00023
4808011,Red Deer,2021,Air Quality (percent high-quality hours),8,Low Quality,,0.00160
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),8,Low Quality,,0.00037
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),8,Low Quality,,0.00072
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),8,Low Quality,,0.00024
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),8,Low Quality,,0.00038
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),8,Low Quality,,0.00239
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),8,Low Quality,,0.00013
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),8,Low Quality,,0.00109
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),8,Low Quality,,0.00036
4811061,Edmonton,2011,Air Quality (percent high-quality hours),8,Low Quality,,0.00308
4811061,Edmonton,2012,Air Quality (percent high-quality hours),8,Low Quality,,0.00034
4811061,Edmonton,2013,Air Quality (percent high-quality hours),8,Low Quality,,0.00137
4811061,Edmonton,2015,Air Quality (percent high-quality hours),8,Low Quality,,0.00126
4811061,Edmonton,2016,Air Quality (percent high-quality hours),8,Low Quality,,0.00034
4811061,Edmonton,2017,Air Quality (percent high-quality hours),8,Low Quality,,0.00034
4811061,Edmonton,2018,Air Quality (percent high-quality hours),8,Low Quality,,0.00285
4811061,Edmonton,2019,Air Quality (percent high-quality hours),8,Low Quality,,0.00034
4811061,Edmonton,2021,Air Quality (percent high-quality hours),8,Low Quality,,0.00160
4811061,Edmonton,2022,Air Quality (percent high-quality hours),8,Low Quality,,0.00011
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),8,Low Quality,,0.00047
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),8,Low Quality,,0.00318
